Bigram,Count
issue-provided,40
issue-remains,40
issue-since,40
issue-so,2
issue-that,15
issue-this,2
issue-to,40
issue-was,4
issue-we,2
issue-which,12
issue-with,2
issue-within,40
issue-without,40
issue-you,2
issued-a,40
issued-me,2
issues-and,21
issues-are,40
issues-as,15
issues-at,12
issues-but,40
issues-except,2
issues-for,40
issues-going,40
issues-guys,40
issues-heating,40
issues-is,2
issues-later,40
issues-mentioned,40
issues-on,2
issues-or,40
issues-other,40
issues-regarding,40
issues-setting,40
issues-so,40
issues-that,40
issues-the,7
issues-to,40
issues-until,40
issues-using,2
issues-we,40
issues-whatsoever,40
issues-when,40
issues-where,40
issues-with,9
issues-works,40
issues-yet,40
issuing-a,40
it-a,2
it-about,6
it-above,40
it-abruptly,40
it-accommodates,40
it-across,2
it-activate,40
it-acts,2
it-actually,10
it-acutally,40
it-adds,40
it-advertised,40
it-after,15
it-afterwards,40
it-again,1
it-against,2
it-ahead,40
it-air,2
it-all,10
it-allows,19
it-almost,10
it-alone,40
it-alot,40
it-already,40
it-although,12
it-always,7
it-an,2
it-and,7
it-another,21
it-any,40
it-anymore,12
it-anyway,15
it-apart,40
it-appears,13
it-arc,40
it-are,28
it-around,40
it-arrives,2
it-as,3
it-asap,2
it-ask,40
it-at,4
it-attaches,40
it-auto,19
it-autocooks,40
it-automatically,7
it-available,40
it-away,21
it-awhile,40
it-back,30
it-bakes,40
it-barely,30
it-basic,40
it-bc,40
it-be,4
it-became,23
it-because,15
it-becomes,40
it-been,15
it-beep,40
it-beeped,40
it-beeping,40
it-beeps,12
it-before,19
it-began,40
it-begins,7
it-being,7
it-belongs,40
it-besides,40
it-better,40
it-between,12
it-big,40
it-blasts,40
it-blew,40
it-boil,40
it-boils,40
it-bothers,40
it-bounced,40
it-brand,40
it-breakdown,40
it-breaks,40
it-broke,32
it-browns,40
it-bubbles,40
it-builds,2
it-burned,17
it-burning,40
it-burns,33
it-burnt,40
it-but,5
it-buy,15
it-buzzes,40
it-by,40
it-came,6
it-can,11
it-cannot,28
it-carefully,40
it-catch,40
it-catches,40
it-caught,36
it-cause,40
it-caused,40
it-causes,40
it-cease,40
it-centered,40
it-certainly,40
it-changes,40
it-charity,40
it-checks,40
it-clanks,40
it-clean,21
it-clearly,40
it-clicks,40
it-close,40
it-closes,40
it-collects,40
it-combines,40
it-come,2
it-comes,12
it-coming,40
it-compact,40
it-compared,40
it-completely,40
it-completes,40
it-confusing,40
it-connected,15
it-consistently,2
it-constantly,15
it-contains,40
it-continue,40
it-continued,2
it-continues,12
it-continuously,40
it-convenient,40
it-cooked,16
it-cooking,12
it-cooks,21
it-cool,40
it-cooled,40
it-cools,40
it-correct,40
it-correctly,40
it-cost,15
it-costed,40
it-costs,40
it-could,3
it-counts,40
it-covers,40
it-cracked,40
it-creates,15
it-crispy,40
it-cuts,40
it-daily,4
it-damaged,40
it-dawned,40
it-dead,40
it-decided,25
it-decides,40
it-definitely,9
it-deflects,40
it-defrosted,40
it-defrosting,40
it-defrosts,40
it-delivered,40
it-delivers,40
it-dented,40
it-depends,40
it-despite,40
it-destroys,40
it-developed,40
it-develops,40
it-did,13
it-didnt,27
it-died,32
it-dies,7
it-difficult,21
it-dings,2
it-disappeared,40
it-displayed,40
it-do,7
it-does,12
it-doesnt,7
it-done,40
it-doubles,40
it-down,2
it-downstairs,40
it-draws,40
it-drives,40
it-dropped,40
it-drops,40
it-dry,40
it-due,15
it-during,10
it-each,15
it-earns,40
it-easier,19
it-easily,7
it-easy,33
it-echoes,40
it-ecomode,40
it-either,10
it-electronically,40
it-elsewhere,2
it-emits,2
it-ended,15
it-endlessly,40
it-ends,40
it-enough,40
it-enters,40
it-enthusiastically,40
it-entirely,40
it-erratically,40
it-especially,19
it-evaporates,40
it-even,5
it-evenly,40
it-eventually,40
it-every,7
it-everyday,40
it-everything,40
it-exceeds,40
it-except,2
it-excessively,40
it-exhibited,40
it-exploded,19
it-exploding,40
it-extends,40
it-extremely,2
it-failed,31
it-fails,15
it-far,40
it-fast,40
it-faster,15
it-feels,5
it-fell,15
it-felt,2
it-fewer,40
it-figured,2
it-finally,12
it-fine,40
it-finished,2
it-finishes,40
it-first,21
it-fit,20
it-fits,27
it-five,23
it-fixed,40
it-flashes,40
it-flexes,40
it-follows,40
it-for,3
it-found,40
it-four,40
it-frequently,40
it-fried,40
it-from,3
it-fulfills,40
it-full,40
it-fully,2
it-functioned,40
it-functions,19
it-gapped,40
it-garbage,40
it-gave,40
it-generally,40
it-generates,40
it-gently,40
it-get,15
it-gets,2
it-getting,2
it-give,40
it-gives,12
it-go,4
it-goes,3
it-going,40
it-good,40
it-got,8
it-great,40
it-grills,2
it-growels,40
it-had,3
it-handy,40
it-hangs,40
it-happen,40
it-happened,32
it-happens,28
it-hard,12
it-harder,2
it-has,10
it-hasnt,12
it-hate,40
it-have,25
it-head,40
it-hears,40
it-heated,7
it-heats,24
it-heavily,40
it-helped,40
it-helps,23
it-here,12
it-hidden,40
it-high,40
it-higher,40
it-hit,2
it-holding,40
it-holds,25
it-hot,2
it-however,2
it-hung,40
it-i,8
it-if,3
it-immediately,23
it-immensely,40
it-impossible,40
it-improved,40
it-in,9
it-includes,40
it-indicates,40
it-infrequently,40
it-initially,40
it-inside,2
it-installed,2
it-instead,2
it-interferes,2
it-intermittently,40
it-into,7
it-intuitive,40
it-is,7
it-isalready,40
it-isnt,10
it-it,1
it-itvwere,40
it-jamming,40
it-jump,40
it-just,15
it-keep,40
it-keeps,10
it-kept,25
it-kills,2
it-kind,40
it-kinda,40
it-knowing,40
it-lacks,40
it-last,10
it-lasted,25
it-lasts,27
it-leaves,40
it-leery,40
it-left,2
it-leftovers,40
it-less,28
it-let,40
it-lights,40
it-like,5
it-listed,40
it-literally,2
it-long,40
it-longer,10
it-look,23
it-looked,29
it-looks,17
it-loooks,40
it-loses,40
it-lots,40
it-loud,40
it-loves,40
it-lucky,40
it-made,32
it-magically,40
it-mainly,40
it-make,40
it-makes,11
it-malfunctioned,40
it-manages,40
it-manually,40
it-many,40
it-match,40
it-matched,40
it-matches,40
it-matters,40
it-may,3
it-maybe,19
it-meant,40
it-mentioned,40
it-messes,40
it-microwaveable,40
it-microwaves,7
it-microwaving,40
it-might,4
it-more,4
it-most,23
it-mostly,12
it-mounted,40
it-moved,2
it-moves,25
it-moving,40
it-much,12
it-multiple,23
it-must,15
it-my,16
it-myself,40
it-near,40
it-nearly,40
it-needed,40
it-needs,27
it-negative,40
it-never,37
it-new,2
it-next,40
it-nicely,40
it-no,23
it-noisy,12
it-not,17
it-notes,40
it-now,23
it-nukes,40
it-obviously,40
it-occasionally,21
it-of,2
it-off,16
it-offers,40
it-often,15
it-om,40
it-omits,40
it-on,4
it-once,16
it-one,13
it-online,12
it-only,13
it-open,9
it-opened,40
it-opens,40
it-operated,40
it-operates,7
it-or,12
it-original,40
it-other,26
it-otherwise,15
it-our,40
it-ourselves,40
it-out,13
it-outlasts,40
it-outright,40
it-over,2
it-overcooked,40
it-overcooks,40
it-overheated,28
it-overheats,2
it-own,40
it-packed,40
it-partly,40
it-passed,40
it-passes,40
it-past,40
it-per,40
it-perfect,12
it-perfectly,40
it-performed,40
it-performs,19
it-picked,40
it-picks,40
it-places,40
it-plenty,40
it-plugged,40
it-plus,2
it-poorly,40
it-popped,40
it-pops,2
it-possible,15
it-potentially,40
it-powering,40
it-powers,40
it-practical,40
it-practically,40
it-press,40
it-pretty,40
it-probably,30
it-processes,40
it-produces,40
it-programmed,40
it-promises,2
it-properly,40
it-proved,40
it-pulled,40
it-pushes,2
it-put,40
it-puts,40
it-quicker,40
it-quickly,7
it-quiet,12
it-quieter,40
it-quietly,40
it-quit,34
it-quite,40
it-quits,40
it-ran,40
it-randomly,15
it-rarely,40
it-rates,40
it-rather,40
it-rattled,40
it-rattles,40
it-reached,40
it-reaches,40
it-reactivates,40
it-reads,40
it-ready,2
it-real,40
it-received,40
it-recently,2
it-recovers,40
it-referred,40
it-refurbished,40
it-refuses,40
it-registers,12
it-regularly,2
it-reheats,40
it-remained,40
it-remotely,40
it-repackaged,40
it-repaired,40
it-replaced,1
it-replaces,26
it-replacing,40
it-required,40
it-requires,17
it-resets,40
it-rest,40
it-return,40
it-returned,40
it-reverts,21
it-revolving,40
it-right,9
it-rings,40
it-roasted,40
it-rocked,40
it-rolls,40
it-rotates,12
it-ruins,40
it-run,2
it-running,21
it-runs,3
it-rusted,2
it-s,40
it-safer,40
it-said,25
it-samples,40
it-sat,40
it-saves,40
it-say,40
it-says,7
it-scoots,40
it-screamed,40
it-seem,4
it-seemed,32
it-seems,5
it-senses,40
it-sent,40
it-separating,40
it-seriously,2
it-serves,40
it-serviced,40
it-set,21
it-sets,40
it-setting,40
it-settles,40
it-seven,40
it-several,23
it-shattered,40
it-she,7
it-shipped,40
it-shooting,40
it-short,40
it-shorted,2
it-shortly,40
it-shorts,40
it-should,2
it-showed,15
it-shows,2
it-shut,15
it-shuts,30
it-shutting,40
it-sideways,15
it-silent,40
it-simple,40
it-simply,10
it-since,15
it-sit,40
it-sits,22
it-sitting,40
it-six,40
it-size,40
it-slide,40
it-slides,9
it-sliding,40
it-slipping,40
it-slips,15
it-slowly,40
it-smell,40
it-smelled,40
it-smells,30
it-smelt,40
it-smoked,40
it-smokes,40
it-smoking,40
it-smudge,40
it-so,2
it-some,40
it-somehow,40
it-someplace,40
it-sometimes,2
it-somewhat,40
it-somewhere,15
it-sooner,2
it-sound,40
it-sounded,12
it-sounds,30
it-sparingly,40
it-sparked,21
it-sparks,40
it-specifically,40
it-spill,40
it-stands,40
it-started,32
it-starting,40
it-starts,21
it-stated,40
it-stay,2
it-stayed,40
it-stays,19
it-still,2
it-stimulates,40
it-stood,40
it-stop,2
it-stoped,40
it-stopped,33
it-stopping,40
it-stops,20
it-straightened,40
it-stuck,40
it-successfully,40
it-sucks,40
it-suddenly,30
it-suitable,40
it-super,40
it-suppose,40
it-supposed,40
it-supposedly,2
it-sure,2
it-survived,40
it-sway,40
it-sweats,40
it-swell,40
it-syncs,40
it-take,12
it-talks,40
it-tasted,40
it-tells,15
it-tends,40
it-tested,40
it-than,15
it-that,14
it-the,4
it-then,9
it-there,21
it-they,7
it-thinking,40
it-thinks,40
it-this,4
it-tho,40
it-thoroughly,40
it-though,12
it-three,40
it-through,10
it-throughout,40
it-thumbs,40
it-thus,40
it-ticks,40
it-till,15
it-times,12
it-to,7
it-today,20
it-together,12
it-toned,40
it-too,1
it-took,2
it-tore,40
it-totally,15
it-touch,40
it-touches,40
it-tough,40
it-towards,40
it-tries,40
it-tripped,40
it-truly,40
it-truned,40
it-trying,40
it-turn,40
it-turned,29
it-turning,40
it-turns,28
it-twice,12
it-two,25
it-typically,40
it-under,40
it-unexpectedly,40
it-uninstalled,40
it-unless,40
it-unopened,40
it-unpackaged,40
it-unpacked,40
it-unplugged,12
it-unsafe,40
it-until,11
it-unusable,15
it-up,12
it-us,40
it-use,15
it-used,7
it-useless,40
it-uses,12
it-usually,12
it-vents,2
it-very,5
it-via,40
it-vibrates,40
it-w,40
it-waits,40
it-wanted,40
it-wants,40
it-warm,40
it-warmer,40
it-warms,23
it-warns,40
it-warrant,40
it-was,10
it-wasnt,11
it-way,40
it-we,12
it-weigh,40
it-weighs,40
it-well,12
it-went,21
it-were,19
it-wet,40
it-what,7
it-when,16
it-where,40
it-which,12
it-while,2
it-will,1
it-with,3
it-within,2
it-without,2
it-wobbles,15
it-woke,40
it-wont,22
it-wore,40
it-work,2
it-worked,22
it-workers,40
it-working,25
it-works,24
it-worse,40
it-worth,40
it-would,6
it-wouldnt,21
it-wrong,40
it-ws,40
it-yesterday,40
it-yet,32
it-you,15
it-yourself,40
it-zero,40
itcooked-and,40
item-about,40
item-after,40
item-again,40
item-all,40
item-and,27
item-arrived,40
item-arrives,40
item-as,40
item-at,15
item-before,40
item-being,2
item-but,15
item-came,40
item-damaged,40
item-defective,40
item-delivered,40
item-description,12
item-died,40
item-eligible,40
item-fit,40
item-for,4
item-from,21
item-had,40
item-has,40
item-having,40
item-heated,40
item-immediately,40
item-in,17
item-inside,40
item-into,2
item-is,2
item-just,40
item-knows,40
item-lasted,40
item-like,40
item-meets,40
item-missing,40
item-names,40
item-new,40
item-no,40
item-now,40
item-of,40
item-off,40
item-on,25
item-only,40
item-or,40
item-quickly,40
item-received,40
item-replaced,40
item-returned,40
item-seven,40
item-should,40
item-since,40
item-still,40
item-suggested,40
item-suits,40
item-that,30
item-the,25
item-to,7
item-too,40
item-twice,40
item-two,40
item-used,40
item-was,30
item-we,40
item-web,2
item-when,40
item-which,40
item-with,40
item-worked,40
item-works,40
item-worth,40
item-would,15
item-you,40
items-about,40
items-also,40
items-and,25
items-anymore,40
items-are,19
items-as,40
items-at,2
items-available,40
items-back,40
items-be,40
items-but,40
items-completely,40
items-cook,40
items-cooked,40
items-covered,40
items-done,40
items-easily,40
items-for,2
items-from,2
items-get,40
items-give,40
items-have,2
items-in,40
items-input,40
items-inside,40
items-instead,40
items-is,2
items-like,4
items-listed,40
items-marked,40
items-not,2
items-now,2
items-of,40
items-on,2
items-or,40
items-quickly,40
items-shown,40
items-such,40
items-take,40
items-that,9
items-the,12
items-they,40
items-this,2
items-to,2
items-useless,40
items-we,40
items-well,2
items-will,40
items-without,40
items-worked,40
items-you,40
itll-kill,40
its-a,18
its-about,23
its-actual,40
its-advertised,2
its-air,40
its-all,16
its-alleged,40
its-always,40
its-an,14
its-appearance,40
its-arcing,40
its-associated,40
its-base,40
its-basic,2
its-beauty,40
its-becoming,40
its-been,6
its-being,21
its-best,12
its-big,40
its-bigger,40
its-billing,40
its-black,40
its-box,40
its-bubbling,40
its-capability,40
its-capacity,40
its-center,40
its-cheaper,40
its-chosen,40
its-compact,24
its-completely,15
its-computer,40
its-connection,40
its-contents,40
its-controls,40
its-cooking,9
its-correct,40
its-course,40
its-crispy,40
its-current,40
its-cute,12
its-cycle,40
its-dead,40
its-destination,40
its-dimensions,40
its-done,9
its-durability,40
its-easier,2
its-easy,33
its-effectiveness,40
its-electric,40
its-equivalent,40
its-features,12
its-final,40
its-fine,27
its-fits,40
its-five,40
its-flaws,40
its-footprint,40
its-fun,40
its-functionality,40
its-functions,40
its-fuse,40
its-getting,7
its-going,21
its-good,40
its-gotten,2
its-great,21
its-handsome,40
its-has,40
its-heat,40
its-heating,10
its-higher,40
its-holder,40
its-horrible,40
its-hot,40
its-humungous,40
its-impossible,40
its-in,15
its-inside,2
its-intended,2
its-interior,40
its-internet,40
its-job,20
its-just,4
its-keep,40
its-labeled,40
its-last,21
its-left,40
its-less,40
its-life,40
its-like,8
its-limitations,40
its-lining,40
its-longevity,40
its-looming,40
its-loud,2
its-low,40
its-main,2
its-malefunctioning,40
its-mediocre,40
its-medium,40
its-melted,40
its-memory,40
its-misleading,40
its-modern,40
its-more,12
its-most,40
its-nearly,40
its-new,40
its-nice,27
its-no,30
its-noise,40
its-nothing,40
its-number,40
its-ok,2
its-okay,40
its-on,19
its-only,4
its-operation,40
its-original,40
its-other,40
its-overall,40
its-overheating,40
its-overpriced,40
its-own,13
its-paces,40
its-packaging,40
its-passive,40
its-perfect,28
its-performance,2
its-physical,40
its-place,2
its-plugged,40
its-possible,12
its-potential,40
its-power,10
its-predecessor,40
its-price,12
its-primary,40
its-promise,40
its-purpose,40
its-quality,40
its-quiet,34
its-quirks,40
its-quite,31
its-rating,40
its-really,9
its-redness,40
its-relatively,40
its-reliability,40
its-replacement,40
its-return,40
its-reviews,40
its-rotation,40
its-running,2
its-second,40
its-self,15
its-settings,40
its-shipping,40
its-short,2
its-shortfalls,40
its-side,40
its-size,23
its-sleek,40
its-small,27
its-smaller,19
its-smallish,40
its-smart,40
its-so,5
its-soo,40
its-special,40
its-spitting,40
its-spot,40
its-stainless,40
its-starting,40
its-still,6
its-sturdy,40
its-super,16
its-supposed,8
its-terms,40
its-that,19
its-the,29
its-thing,40
its-time,19
its-to,2
its-too,7
its-track,40
its-underwhelming,40
its-uses,40
its-usual,40
its-very,14
its-waiting,40
its-warranty,40
its-wattage,40
its-way,25
its-weight,19
its-working,7
its-worth,3
its-write,40
its-your,2
itself-a,40
itself-after,40
itself-ahead,40
itself-and,24
itself-continues,40
itself-costs,40
itself-during,40
itself-even,40
itself-functions,40
itself-had,40
itself-in,40
itself-instantly,40
itself-is,25
itself-make,40
itself-off,32
itself-on,40
itself-one,40
itself-seems,15
itself-so,40
itself-to,21
itself-up,40
itself-was,25
itself-when,40
itself-while,40
itself-with,40
itself-works,12
itthis-was,40
itvwere-the,40
ive-ever,1
ive-had,6
iverall-im,40
jab-hard,40
jab-the,40
jab-with,40
jacket-on,40
jammed-and,40
jammed-unto,40
jamming-in,40
jar-and,40
jar-of,40
jar-or,40
jarring-and,40
jarring-as,40
jars-without,40
jas-a,40
jerk-around,40
jerked-the,40
jerking-around,40
jerking-that,40
jerky-motion,40
jet-airplane,40
jet-engine,40
jiggle-the,40
jilted-so,40
jingle-and,40
jinxing-myself,40
job-a,40
job-and,40
job-as,40
job-at,19
job-but,4
job-cooking,40
job-done,37
job-due,40
job-fast,40
job-for,15
job-had,40
job-heating,40
job-if,40
job-illuminating,40
job-in,40
job-it,7
job-just,2
job-nicely,40
job-no,40
job-of,10
job-on,40
